Date,Pin [kg/s]
06/09/2014,0.002353707
07/09/2014,0.001867712
08/09/2014,0.001966087
09/09/2014,0.002820264
10/09/2014,0.002887592
11/09/2014,0.002624046
12/09/2014,0.002412495
13/09/2014,0.001940445
14/09/2014,0.001809003
15/09/2014,0.001705271
16/09/2014,0.002156762
17/09/2014,0.001649313
18/09/2014,0.001774945
19/09/2014,0.001782502
20/09/2014,0.001806212
21/09/2014,0.001014009
22/09/2014,0.001369883
23/09/2014,0.001534195
24/09/2014,0.001288477
25/09/2014,0.00122089
26/09/2014,0.001593636
27/09/2014,0.001118543
28/09/2014,0.001045346
29/09/2014,0.000953746
30/09/2014,0.001083997
01/10/2014,0.001413441
02/10/2014,0.001104747
03/10/2014,0.000816223
04/10/2014,0.00061293
05/10/2014,0.000325833
06/10/2014,0.000542565
07/10/2014,0.000883384
08/10/2014,0.001131711
09/10/2014,0.001792202
10/10/2014,0.00102247
11/10/2014,0.000693076
12/10/2014,0.000833303
13/10/2014,0.000693732
14/10/2014,0.001336448
15/10/2014,0.001087104
16/10/2014,0.001687094
17/10/2014,0.001722301
18/10/2014,0.001156268
19/10/2014,0.001193036
20/10/2014,0.001433067
21/10/2014,0.001054837
22/10/2014,0.001919839
23/10/2014,0.00164318
24/10/2014,0.003452244
25/10/2014,0.002904339
26/10/2014,0.001395389
27/10/2014,0.000785273
28/10/2014,0.002760249
29/10/2014,0.002073394
30/10/2014,0.002134381
31/10/2014,0.002045342
01/11/2014,0.001390458
02/11/2014,0.0005278
03/11/2014,0.000504405
04/11/2014,0.001230714
05/11/2014,0.003172464
06/11/2014,0.00400632
07/11/2014,0.003131759
08/11/2014,0.001057255
09/11/2014,0.000649985
10/11/2014,0.000664106
11/11/2014,0.001649621
12/11/2014,0.001263648
13/11/2014,0.002834097
14/11/2014,0.003205437
15/11/2014,0.001589676
16/11/2014,0.002143954
17/11/2014,0.002998866
18/11/2014,0.004444005
19/11/2014,0.004698012
20/11/2014,0.00425544
21/11/2014,0.003924885
22/11/2014,0.003587091
23/11/2014,0.001133045
24/11/2014,0.000660053
25/11/2014,0.003588064
26/11/2014,0.003557331
27/11/2014,0.0038104
28/11/2014,0.003657546
29/11/2014,0.002964349
30/11/2014,0.000960314
01/12/2014,0.000547134
02/12/2014,0.003762821
03/12/2014,0.003525723
04/12/2014,0.003563359
05/12/2014,0.003272312
06/12/2014,0.003051207
07/12/2014,0.000755207
08/12/2014,0.000640361
09/12/2014,0.002719652
10/12/2014,0.003338157
11/12/2014,0.003056518
12/12/2014,0.001951569
13/12/2014,0.00231194
14/12/2014,0.001833252
15/12/2014,0.001848514
16/12/2014,0.002199942
17/12/2014,0.00213649
18/12/2014,0.002738803
19/12/2014,0.002172375
20/12/2014,0.000943367
21/12/2014,0.000649227
22/12/2014,0.000529022
23/12/2014,0.000493522
24/12/2014,0.00052741
25/12/2014,0.000474078
26/12/2014,0.000475542
27/12/2014,0.000495358
28/12/2014,0.000516255
29/12/2014,0.00048245
30/12/2014,0.002094517
31/12/2014,0.00132564
01/01/2015,0.000753195
02/01/2015,0.000520662
03/01/2015,0.000484218
04/01/2015,0.0005973
05/01/2015,0.001560613
06/01/2015,0.001571978
07/01/2015,0.001971611
08/01/2015,0.003170097
09/01/2015,0.002497084
10/01/2015,0.00203069
11/01/2015,0.001353903
12/01/2015,0.001358252
13/01/2015,0.003180043
14/01/2015,0.003052796
15/01/2015,0.003218992
16/01/2015,0.003406809
17/01/2015,0.003605045
18/01/2015,0.003663788
19/01/2015,0.002812591
20/01/2015,0.004076947
21/01/2015,0.003848116
22/01/2015,0.003987589
23/01/2015,0.004026646
24/01/2015,0.00397226
25/01/2015,0.001535768
26/01/2015,0.001686511
27/01/2015,0.003892481
28/01/2015,0.003931524
29/01/2015,0.003318135
30/01/2015,0.003058895
31/01/2015,0.00241717
01/02/2015,0.000740804
02/02/2015,0.000723916
03/02/2015,0.003152997
04/02/2015,0.003469129
05/02/2015,0.003688344
06/02/2015,0.004355
07/02/2015,0.003981516
08/02/2015,0.003376989
09/02/2015,0.002078633
10/02/2015,0.003716246
11/02/2015,0.003284929
12/02/2015,0.003592391
13/02/2015,0.003810936
14/02/2015,0.00387253
15/02/2015,0.001274328
16/02/2015,0.001816648
17/02/2015,0.003678125
18/02/2015,0.0035414
19/02/2015,0.003593217
20/02/2015,0.002838686
21/02/2015,0.002140906
22/02/2015,0.001257951
23/02/2015,0.001330609
24/02/2015,0.003450054
25/02/2015,0.002575974
26/02/2015,0.002710553
27/02/2015,0.003374912
28/02/2015,0.002022197
01/03/2015,0.001326046
02/03/2015,0.001418847
03/03/2015,0.004421249
04/03/2015,0.003720312
05/03/2015,0.004460664
06/03/2015,0.003185694
07/03/2015,0.002613562
08/03/2015,0.001691331
09/03/2015,0.00153099
10/03/2015,0.002608258
11/03/2015,0.003070292
12/03/2015,0.003186396
13/03/2015,0.003271347
14/03/2015,0.002828407
15/03/2015,0.003153912
16/03/2015,0.003056191
17/03/2015,0.003627991
18/03/2015,0.00353488
19/03/2015,0.002461147
20/03/2015,0.002283912
21/03/2015,0.002287116
22/03/2015,0.00211999
23/03/2015,0.002220181
24/03/2015,0.003236616
25/03/2015,0.003270783
26/03/2015,0.003882001
27/03/2015,0.003836433
28/03/2015,0.003862431
29/03/2015,0.001694603
30/03/2015,0.001278343
31/03/2015,0.00310957
01/04/2015,0.002316419
02/04/2015,0.003044286
03/04/2015,0.003160116
04/04/2015,0.003219085
05/04/2015,0.002523945
06/04/2015,0.002771071
07/04/2015,0.00311748
08/04/2015,0.002907292
09/04/2015,0.003103628
10/04/2015,0.002787649
11/04/2015,0.002875855
12/04/2015,0.002728327
13/04/2015,0.002461731
14/04/2015,0.002839356
15/04/2015,0.00241689
16/04/2015,0.004165463
17/04/2015,0.004098085
18/04/2015,0.00385036
19/04/2015,0.00173231
20/04/2015,0.000856438
21/04/2015,0.003091509
22/04/2015,0.003154785
23/04/2015,0.003175463
24/04/2015,0.003005289
25/04/2015,0.003175847
26/04/2015,0.001630722
27/04/2015,0.001737896
28/04/2015,0.002969075
29/04/2015,0.005118817
30/04/2015,0.003400276
01/05/2015,0.002703988
02/05/2015,0.003382404
03/05/2015,0.006707391
04/05/2015,0.005593448
05/05/2015,0.01041042
06/05/2015,0.01279815
07/05/2015,0.01366884
08/05/2015,0.008787128
09/05/2015,0.006560293
10/05/2015,0.005046402
11/05/2015,0.004335331
12/05/2015,0.004849986
13/05/2015,0.00496222
14/05/2015,0.004928648
15/05/2015,0.004922658
16/05/2015,0.005331742
17/05/2015,0.005223255
18/05/2015,0.004933888
19/05/2015,0.004885424
20/05/2015,0.004797248
21/05/2015,0.005001009
22/05/2015,0.005170131
23/05/2015,0.003939401
24/05/2015,0.001007988
25/05/2015,0.000904877
26/05/2015,0.000798594
27/05/2015,0.00282297
28/05/2015,0.003301536
29/05/2015,0.00194327
30/05/2015,0.001791626
31/05/2015,0.000531384
01/06/2015,0.000440444
02/06/2015,0.002040641
03/06/2015,0.001605495
04/06/2015,0.001650679
05/06/2015,0.001774756
06/06/2015,0.001780978
07/06/2015,0.001746655
08/06/2015,0.001468979
09/06/2015,0.001581363
10/06/2015,0.001331353
11/06/2015,0.002406571
12/06/2015,0.003106129
13/06/2015,0.003109802
14/06/2015,0.004269647
15/06/2015,0.004266745
16/06/2015,0.00436285
17/06/2015,0.002766836
18/06/2015,0.001444276
19/06/2015,0.002076252
20/06/2015,0.001427731
21/06/2015,0.000421493
22/06/2015,0.000440817
23/06/2015,0.002011742
24/06/2015,0.001231999
25/06/2015,0.001944503
26/06/2015,0.00206529
27/06/2015,0.002200731
28/06/2015,0.000525759
29/06/2015,0.000424891
30/06/2015,0.002113102
01/07/2015,0.001095431
02/07/2015,0.001956262
03/07/2015,0.001701835
04/07/2015,0.002466747
05/07/2015,0.00052824
06/07/2015,0.000747879
07/07/2015,0.002994396
08/07/2015,0.002882027
09/07/2015,0.000945653
10/07/2015,0.000764197
11/07/2015,0.000895603
12/07/2015,0.000450994
13/07/2015,0.000352588
14/07/2015,0.001157077
15/07/2015,0.000729343
16/07/2015,0.000927689
17/07/2015,0.002050825
18/07/2015,0.00244135
19/07/2015,0.000571205
20/07/2015,0.000356286
21/07/2015,0.001753952
22/07/2015,0.001754404
23/07/2015,0.002079562
24/07/2015,0.002087098
25/07/2015,0.002025915
26/07/2015,0.000399464
27/07/2015,0.000358678
28/07/2015,0.000377332
29/07/2015,0.000374454
30/07/2015,0.0003552
31/07/2015,0.000393656
01/08/2015,0.000355038
02/08/2015,0.000382239
03/08/2015,0.000444817
04/08/2015,0.001229545
05/08/2015,0.001641363
06/08/2015,0.001245738
07/08/2015,0.0011791
08/08/2015,0.001482842
09/08/2015,0.000411414
10/08/2015,0.000389985
11/08/2015,0.001293401
12/08/2015,0.001443064
13/08/2015,0.000371519
14/08/2015,0.001758602
15/08/2015,0.001615757
16/08/2015,0.000548733
17/08/2015,0.000767223
18/08/2015,0.001031813
19/08/2015,0.001807365
20/08/2015,0.001874689
21/08/2015,0.001284479
22/08/2015,0.001154647
23/08/2015,0.000439008
24/08/2015,0.000546592
25/08/2015,0.001186513
26/08/2015,0.000582915
27/08/2015,0.000538567
28/08/2015,0.001272041
29/08/2015,0.001906573
30/08/2015,0.000434378
31/08/2015,0.000335766
01/09/2015,0.002343474
02/09/2015,0.000865931
03/09/2015,2.89E-05
04/09/2015,2.89E-05
05/09/2015,2.89E-05
06/09/2015,3.55E-05
07/09/2015,0.000350282
08/09/2015,0.000718639
09/09/2015,0.000827536
10/09/2015,0.000612671
11/09/2015,0.000400309
12/09/2015,0.000661822
13/09/2015,0.000461918
14/09/2015,0.000399902
15/09/2015,0.000754146
16/09/2015,0.000595295
17/09/2015,0.000559344
18/09/2015,0.00124081
19/09/2015,0.000818669
20/09/2015,0.000481972
21/09/2015,0.00046522
22/09/2015,0.000924614
23/09/2015,0.001758655
24/09/2015,0.002125344
25/09/2015,0.001897597
26/09/2015,0.001293931
27/09/2015,0.000411687
28/09/2015,0.00052433
29/09/2015,0.00171602
30/09/2015,0.001524022
01/10/2015,0.001302898
02/10/2015,0.001277607
03/10/2015,0.001269835
04/10/2015,0.000388025
05/10/2015,0.00051713
06/10/2015,0.001655278
07/10/2015,0.002236936
08/10/2015,0.00203501
09/10/2015,0.001394456
10/10/2015,0.00087903
11/10/2015,0.001146289
12/10/2015,0.00087974
13/10/2015,0.000846328
14/10/2015,0.001585801
15/10/2015,0.001748685
16/10/2015,0.002082016
17/10/2015,0.001796926
18/10/2015,0.000911615
19/10/2015,0.0003576
20/10/2015,0.001394811
21/10/2015,0.001240114
22/10/2015,0.001187503
23/10/2015,0.000761229
24/10/2015,0.000784803
25/10/2015,0.000343856
26/10/2015,0.000423388
27/10/2015,0.001294322
28/10/2015,0.001080069
29/10/2015,0.001604376
30/10/2015,0.001669303
31/10/2015,0.001243426
01/11/2015,0.000379667
02/11/2015,0.000333264
03/11/2015,0.001643584
04/11/2015,0.001660238
05/11/2015,0.002325503
06/11/2015,0.001462357
07/11/2015,0.000736202
08/11/2015,0.000350943
09/11/2015,0.000328063
10/11/2015,0.000663064
11/11/2015,0.000687718
12/11/2015,0.000840126
13/11/2015,0.00143311
14/11/2015,0.000519245
15/11/2015,0.000333259
16/11/2015,0.000575284
17/11/2015,0.001300667
18/11/2015,0.001158403
19/11/2015,0.001126674
20/11/2015,0.001263
21/11/2015,0.001301206
22/11/2015,0.001304458
23/11/2015,0.00140769
24/11/2015,0.002416334
25/11/2015,0.002731847
26/11/2015,0.002773581
27/11/2015,0.002402979
28/11/2015,0.002697118
29/11/2015,0.000843995
30/11/2015,0.0010512
01/12/2015,0.001751181
02/12/2015,0.00247919
03/12/2015,0.002800093
04/12/2015,0.003296694
05/12/2015,0.002614939
06/12/2015,0.000676674
07/12/2015,0.000399488
08/12/2015,0.002000489
09/12/2015,0.001859002
10/12/2015,0.002613969
11/12/2015,0.003033605
12/12/2015,0.002928837
13/12/2015,0.001689624
14/12/2015,0.001000307
15/12/2015,0.0023752
16/12/2015,0.002397393
17/12/2015,0.001363131
18/12/2015,0.001495546
19/12/2015,0.001236698
20/12/2015,0.000725816
21/12/2015,0.000587215
22/12/2015,0.001267378
23/12/2015,0.001092701
24/12/2015,0.000357978
25/12/2015,0.000349738
26/12/2015,0.000350415
27/12/2015,0.000349387
28/12/2015,0.000347183
29/12/2015,0.000970553
30/12/2015,0.000879373
31/12/2015,0.000862942
01/01/2016,0.00095125
02/01/2016,0.000851856
03/01/2016,0.000875361
04/01/2016,0.001013684
05/01/2016,0.001432527
06/01/2016,0.001803971
07/01/2016,0.001165963
08/01/2016,0.001709347
09/01/2016,0.001633214
10/01/2016,0.004521822
11/01/2016,0.003568272
12/01/2016,0.005490135
13/01/2016,0.004287176
14/01/2016,0.003613748
15/01/2016,0.002393403
16/01/2016,0.001546883
17/01/2016,0.002444712
18/01/2016,0.002318923
19/01/2016,0.00301997
20/01/2016,0.002918387
21/01/2016,0.002852853
22/01/2016,0.002902793
23/01/2016,0.00272307
24/01/2016,0.002276844
25/01/2016,0.0026125
26/01/2016,0.002293536
27/01/2016,0.00234003
28/01/2016,0.002554428
29/01/2016,0.002190609
30/01/2016,0.00219051
31/01/2016,0.001012795
01/02/2016,0.001126037
02/02/2016,0.003075182
03/02/2016,0.003331072
04/02/2016,0.003623419
05/02/2016,0.003691724
06/02/2016,0.003496056
07/02/2016,0.003459937
08/02/2016,0.003411346
09/02/2016,0.003395686
10/02/2016,0.003727212
11/02/2016,0.004231376
12/02/2016,0.003906299
13/02/2016,0.003854343
14/02/2016,0.004363239
15/02/2016,0.004855504
16/02/2016,0.003894158
17/02/2016,0.003591864
18/02/2016,0.003306924
19/02/2016,0.003154101
20/02/2016,0.003215337
21/02/2016,0.003319266
22/02/2016,0.002858189
23/02/2016,0.002958672
24/02/2016,0.003638083
25/02/2016,0.003876701
26/02/2016,0.004434689
27/02/2016,0.003768743
28/02/2016,0.003495276
29/02/2016,0.003246343
01/03/2016,0.003675033
02/03/2016,0.003621614
03/03/2016,0.003565666
04/03/2016,0.003953509
05/03/2016,0.00375479
06/03/2016,0.003355032
07/03/2016,0.003023446
08/03/2016,0.003610687
09/03/2016,0.003236789
10/03/2016,0.003062946
11/03/2016,0.003151464
12/03/2016,0.002740082
13/03/2016,0.002396653
14/03/2016,0.002425136
15/03/2016,0.001687655
16/03/2016,0.001626633
17/03/2016,0.002560965
18/03/2016,0.002462433
19/03/2016,0.002310505
20/03/2016,0.002209415
21/03/2016,0.00204161
22/03/2016,0.002147604
23/03/2016,0.002809074
24/03/2016,0.001990723
25/03/2016,0.001774973
26/03/2016,0.000714065
27/03/2016,0.000487782
28/03/2016,0.000436198
29/03/2016,0.000472463
30/03/2016,0.001599275
31/03/2016,0.000727831
01/04/2016,0.001225799
02/04/2016,0.00268247
03/04/2016,0.000452376
04/04/2016,0.00063089
05/04/2016,0.003072468
06/04/2016,0.003393205
07/04/2016,0.003932896
08/04/2016,0.003345911
09/04/2016,0.003461929
10/04/2016,0.002560385
11/04/2016,0.002424998
12/04/2016,0.003355925
13/04/2016,0.002856556
14/04/2016,0.003305704
15/04/2016,0.003392444
16/04/2016,0.003026095
17/04/2016,0.002404552
18/04/2016,0.003316101
19/04/2016,0.00519903
20/04/2016,0.00480317
21/04/2016,0.003068598
22/04/2016,0.004480812
23/04/2016,0.004426218
24/04/2016,0.003911465
25/04/2016,0.003774423
26/04/2016,0.00416236
27/04/2016,0.004142857
28/04/2016,0.004125637
29/04/2016,0.004182934
30/04/2016,0.004064367
01/05/2016,0.004064105
02/05/2016,0.005133356
03/05/2016,0.004976266
04/05/2016,0.004322176
05/05/2016,0.004131062
06/05/2016,0.003564385
07/05/2016,0.003424635
08/05/2016,0.003386033
09/05/2016,0.00316999
10/05/2016,0.00296198
11/05/2016,0.00095724
12/05/2016,0.00080845
13/05/2016,0.00258753
14/05/2016,0.004031895
15/05/2016,0.001337457
16/05/2016,0.001319963
17/05/2016,0.003213149
18/05/2016,0.003718461
19/05/2016,0.004301448
20/05/2016,0.00564649
21/05/2016,0.005068967
22/05/2016,0.004698406
23/05/2016,0.003762715
24/05/2016,0.007422566
25/05/2016,0.007082625
26/05/2016,0.006175105
27/05/2016,0.005789528
28/05/2016,0.005596678
29/05/2016,0.00466684
30/05/2016,0.008835588
31/05/2016,0.00949796
01/06/2016,0.007734588
02/06/2016,0.006102321
03/06/2016,0.006079208
04/06/2016,0.006362925
05/06/2016,0.008211654
06/06/2016,0.008439589
07/06/2016,0.006716504
08/06/2016,0.005721205
09/06/2016,0.006248587
10/06/2016,0.006908594
11/06/2016,0.006030421
12/06/2016,0.00609386
13/06/2016,0.005939489
14/06/2016,0.005821935
15/06/2016,0.008977552
16/06/2016,0.007197469
17/06/2016,0.006971113
18/06/2016,0.01175686
19/06/2016,0.007586016
20/06/2016,0.007230512
21/06/2016,0.006233146
22/06/2016,0.005833348
23/06/2016,0.005702323
24/06/2016,0.00559825
25/06/2016,0.005562748
26/06/2016,0.00671505
27/06/2016,0.005537785
28/06/2016,0.005663061
29/06/2016,0.005625972
30/06/2016,0.001981131
01/07/2016,0.003378616
02/07/2016,0.006045356
03/07/2016,0.006563428
04/07/2016,0.002985514
05/07/2016,0.004476196
06/07/2016,0.004022257
07/07/2016,0.00443838
08/07/2016,0.004451505
09/07/2016,0.004487701
10/07/2016,0.003597166
11/07/2016,0.003517751
12/07/2016,0.004972672
13/07/2016,0.00857796
14/07/2016,0.008486264
15/07/2016,0.007664831
16/07/2016,0.006826207
17/07/2016,0.005007314
18/07/2016,0.00363757
19/07/2016,0.001819524
20/07/2016,0.002036986
21/07/2016,0.002725012
22/07/2016,0.002268625
23/07/2016,0.004570182
24/07/2016,0.003097696
25/07/2016,0.002621563
26/07/2016,0.003715773
27/07/2016,0.00405746
28/07/2016,0.003983474
29/07/2016,0.003972517
30/07/2016,0.003918375
31/07/2016,0.00321472
01/08/2016,0.003167298
02/08/2016,0.002266889
03/08/2016,0.000851894
04/08/2016,0.001084809
05/08/2016,0.001274632
06/08/2016,0.004454126
07/08/2016,0.001317034
08/08/2016,0.000611156
09/08/2016,0.004584813
10/08/2016,0.004219545
11/08/2016,0.003239423
12/08/2016,0.003715224
13/08/2016,0.003938715
14/08/2016,0.000572139
15/08/2016,0.000525928
16/08/2016,0.00259733
17/08/2016,0.000446328
18/08/2016,0.000429882
19/08/2016,0.001434105
20/08/2016,0.001273583
21/08/2016,0.000930222
22/08/2016,0.000578848
23/08/2016,0.002836151
24/08/2016,0.003059014
25/08/2016,0.003427765
26/08/2016,0.003425123
27/08/2016,0.003199438
28/08/2016,0.000547216
29/08/2016,0.000438139
30/08/2016,0.002385848
31/08/2016,0.001173193
01/09/2016,0.001111405
02/09/2016,0.00072014
03/09/2016,0.000858681
04/09/2016,0.000553611
05/09/2016,0.000480692
06/09/2016,0.001312405
07/09/2016,0.000657468
08/09/2016,0.000585164
09/09/2016,0.000479041
10/09/2016,0.000401514
11/09/2016,0.000430093
12/09/2016,0.000395642
13/09/2016,0.00039806
14/09/2016,0.000419788
15/09/2016,0.006617192
16/09/2016,0.001731896
17/09/2016,0.000667699
18/09/2016,0.000526021
19/09/2016,0.000446032
20/09/2016,0.001397034
21/09/2016,0.001308922
22/09/2016,0.001322759
23/09/2016,0.001289361
24/09/2016,0.000694047
25/09/2016,0.000374003
26/09/2016,0.000371594
27/09/2016,0.001030027
28/09/2016,0.000336621
29/09/2016,0.000742061
30/09/2016,0.000486651
01/10/2016,0.000606389
02/10/2016,0.000821867
03/10/2016,0.000605232
04/10/2016,0.000655881
05/10/2016,0.000678713
06/10/2016,0.000536294
07/10/2016,0.00051914
08/10/2016,0.000698541
09/10/2016,0.000845805
10/10/2016,0.001312044
11/10/2016,0.002143945
12/10/2016,0.001848487
13/10/2016,0.001598156
14/10/2016,0.001385022
15/10/2016,0.001443766
16/10/2016,0.000335778
17/10/2016,0.0003291
18/10/2016,0.001036406
19/10/2016,0.000626526
20/10/2016,0.000809373
21/10/2016,0.000978586
22/10/2016,0.000792761
23/10/2016,0.000313985
24/10/2016,0.00042062
25/10/2016,0.001254067
26/10/2016,0.002577717
27/10/2016,0.00188904
28/10/2016,0.000957833
29/10/2016,0.000958839
30/10/2016,0.000447093
31/10/2016,0.000440728
01/11/2016,0.000465886
02/11/2016,0.000459672
03/11/2016,0.002333642
04/11/2016,0.001392369
05/11/2016,0.000598721
06/11/2016,0.001022635
07/11/2016,0.002409643
08/11/2016,0.003794051
09/11/2016,0.003581397
10/11/2016,0.003445993
11/11/2016,0.003249748
12/11/2016,0.004032186
13/11/2016,0.001496775
14/11/2016,0.00203909
15/11/2016,0.003247307
16/11/2016,0.002886098
17/11/2016,0.002982284
18/11/2016,0.00227773
19/11/2016,0.003819596
20/11/2016,0.004021971
21/11/2016,0.003205417
22/11/2016,0.003618268
23/11/2016,0.003309277
24/11/2016,0.003675229
25/11/2016,0.00382315
26/11/2016,0.004018072
27/11/2016,0.001374626
28/11/2016,0.001763737
29/11/2016,0.003054005
30/11/2016,0.003360025
01/12/2016,0.002990856
02/12/2016,0.003501225
03/12/2016,0.00328414
04/12/2016,0.002785616
05/12/2016,0.002810664
06/12/2016,0.003250784
07/12/2016,0.002953698
08/12/2016,0.002838739
09/12/2016,0.002768743
10/12/2016,0.002774809
11/12/2016,0.002818921
12/12/2016,0.002811942
13/12/2016,0.001072007
14/12/2016,0.000597526
15/12/2016,0.000986623
16/12/2016,0.001064635
17/12/2016,0.000835966
18/12/2016,0.00034331
19/12/2016,0.000364502
20/12/2016,0.001122434
21/12/2016,0.00119938
22/12/2016,0.000833548
23/12/2016,0.000343203
24/12/2016,0.000299177
25/12/2016,0.000362529
26/12/2016,0.000347741
27/12/2016,0.000356981
28/12/2016,0.000355649
29/12/2016,0.000303842
30/12/2016,0.000306846
31/12/2016,0.000487122
01/01/2017,0.000342063
02/01/2017,0.000460595
03/01/2017,0.000410867
04/01/2017,0.000644969
05/01/2017,0.000390932
06/01/2017,0.000469902
07/01/2017,0.000911047
08/01/2017,0.000558425
09/01/2017,0.001092562
10/01/2017,0.001398103
11/01/2017,0.001085741
12/01/2017,0.000365119
13/01/2017,0.000614537
14/01/2017,0.001275553
15/01/2017,0.000976743
16/01/2017,0.000666446
17/01/2017,0.002708197
18/01/2017,0.002394031
19/01/2017,0.003445708
20/01/2017,0.002822289
21/01/2017,0.002807952
22/01/2017,0.00085534
23/01/2017,0.000343361
24/01/2017,0.002080674
25/01/2017,0.002536177
26/01/2017,0.002884549
27/01/2017,0.002672811
28/01/2017,0.000810263
29/01/2017,0.000401888
30/01/2017,0.000317069
31/01/2017,0.000354507
01/02/2017,0.001125458
02/02/2017,0.000866703
03/02/2017,0.000570601
04/02/2017,0.000531458
05/02/2017,0.000667495
06/02/2017,0.000769561
07/02/2017,0.000832928
08/02/2017,0.000576771
09/02/2017,0.000808069
10/02/2017,0.000722635
11/02/2017,0.000583252
12/02/2017,0.000519876
13/02/2017,0.000507645
14/02/2017,0.000891956
15/02/2017,0.000775301
16/02/2017,0.001106633
17/02/2017,0.000812515
18/02/2017,0.000834786
19/02/2017,0.001177524
20/02/2017,0.001127399
21/02/2017,0.001704627
22/02/2017,0.001965272
23/02/2017,0.00219002
24/02/2017,0.002031998
25/02/2017,0.002188205
26/02/2017,0.001998852
27/02/2017,0.002003551
28/02/2017,0.00069972
01/03/2017,0.002837335
02/03/2017,0.001918613
03/03/2017,0.00220855
04/03/2017,0.002357879
05/03/2017,0.000912017
06/03/2017,0.000933318
07/03/2017,0.003745328
08/03/2017,0.003861494
09/03/2017,0.003819972
10/03/2017,0.004483448
11/03/2017,0.004883897
12/03/2017,0.004436355
13/03/2017,0.003374096
14/03/2017,0.00393583
15/03/2017,0.004001001
16/03/2017,0.004056708
17/03/2017,0.003976758
18/03/2017,0.004033902
19/03/2017,0.004116988
20/03/2017,0.004141913
21/03/2017,0.004614512
22/03/2017,0.004839656
23/03/2017,0.004826235
24/03/2017,0.004933102
25/03/2017,0.004897569
26/03/2017,0.004850317
27/03/2017,0.004897491
28/03/2017,0.004631953
29/03/2017,0.004471291
30/03/2017,0.004475485
31/03/2017,0.00451511
01/04/2017,0.003601407
02/04/2017,0.002584578
03/04/2017,0.002648942
04/04/2017,0.002698442
05/04/2017,0.002267516
06/04/2017,0.001401839
07/04/2017,0.00144803
08/04/2017,0.002088286
09/04/2017,0.000846541
10/04/2017,0.0019799
11/04/2017,0.001954869
12/04/2017,0.002076356
13/04/2017,0.002125813
14/04/2017,0.002130567
15/04/2017,0.002123916
16/04/2017,0.002196499
17/04/2017,0.002180659
18/04/2017,0.002087853
19/04/2017,0.002040094
20/04/2017,0.002992434
21/04/2017,0.002800633
22/04/2017,0.001997371
23/04/2017,0.002069955
24/04/2017,0.002051132
25/04/2017,0.002939704
26/04/2017,0.003019125
27/04/2017,0.003779259
28/04/2017,0.003174014
29/04/2017,0.003033387
30/04/2017,0.003022223
01/05/2017,0.002915893
02/05/2017,0.00262444
03/05/2017,0.002472927
04/05/2017,0.002458071
05/05/2017,0.002576193
06/05/2017,0.002467825
07/05/2017,0.002657933
08/05/2017,0.003184562
09/05/2017,0.003893031
10/05/2017,0.003229366
11/05/2017,0.002988636
12/05/2017,0.002783447
13/05/2017,0.002781801
14/05/2017,0.002745392
15/05/2017,0.002796806
16/05/2017,0.00170155
17/05/2017,0.001239568
18/05/2017,0.001609779
19/05/2017,0.001674047
20/05/2017,0.001868915
21/05/2017,0.001738037
22/05/2017,0.00149341
23/05/2017,0.00153309
24/05/2017,0.000560624
25/05/2017,0.000568619
26/05/2017,0.000446686
27/05/2017,0.000409771
28/05/2017,0.000474669
29/05/2017,0.000457802
30/05/2017,0.000568703
31/05/2017,0.000581827
01/06/2017,0.000564071
02/06/2017,0.000806815
03/06/2017,0.001512549
04/06/2017,0.000665513
05/06/2017,0.00160002
06/06/2017,0.000697079
07/06/2017,0.001348795
08/06/2017,0.001201043
09/06/2017,0.002085033
10/06/2017,0.002831164
11/06/2017,0.000809122
12/06/2017,0.000715934
13/06/2017,0.003316812
14/06/2017,0.003006228
15/06/2017,0.003580256
16/06/2017,0.0024866
17/06/2017,0.001247152
18/06/2017,0.001190695
19/06/2017,0.001396926
20/06/2017,0.002004882
21/06/2017,0.002115018
22/06/2017,0.00255913
23/06/2017,0.002304204
24/06/2017,0.002591366
25/06/2017,0.000442117
26/06/2017,0.000398625
27/06/2017,0.002644083
28/06/2017,0.002519141
29/06/2017,0.002928135
30/06/2017,0.001977221
01/07/2017,0.00181857
02/07/2017,0.000479114
03/07/2017,0.000502084
04/07/2017,0.001459332
05/07/2017,0.001448387
06/07/2017,0.001002296
07/07/2017,0.00104307
08/07/2017,0.001294115
09/07/2017,0.000692344
10/07/2017,0.000548353
11/07/2017,0.002233549
12/07/2017,0.001682678
13/07/2017,0.00210305
14/07/2017,0.000671643
15/07/2017,0.000607035
16/07/2017,0.000370175
17/07/2017,0.00034673
18/07/2017,0.001110447
19/07/2017,0.001186805
20/07/2017,0.001274609
21/07/2017,0.001366624
22/07/2017,0.001025599
23/07/2017,0.000470379
24/07/2017,0.000358018
25/07/2017,0.001790482
26/07/2017,0.001378169
27/07/2017,0.001764448
28/07/2017,0.002631373
29/07/2017,0.000375156
30/07/2017,0.000424874
31/07/2017,0.000404123
01/08/2017,0.001693025
02/08/2017,0.001597224
03/08/2017,0.00240689
04/08/2017,0.000742538
05/08/2017,0.001976971
06/08/2017,0.000637448
07/08/2017,0.000548006
08/08/2017,0.002278578
09/08/2017,0.002546703
10/08/2017,0.002442274
11/08/2017,0.003181607
12/08/2017,0.00267153
13/08/2017,0.000867033
14/08/2017,0.000906865
15/08/2017,0.002990818
